record_id,source_dataset,source_sheet,title,abstract,year,doi,label_original,label_canonica,canonical_id,mapping_status,mapping_notes,review_required,include_in_gold,title_normalized,doi_normalized,abstract_hash,methodology_label,methodology_branch,methodology_subtype,methodology_review_required,methodology_review_reason,author_keywords,index_keywords,keywords_available,keywords_applied,text_input,methodology_text_variant,methodology_empirical_score,methodology_non_empirical_score,methodology_qualitative_score,methodology_quantitative_score,methodology_signal_terms
muestras:Muestras:15,muestras,Muestras,Prestige drives epistemic inequality in the diffusion of scientific ideas,"The spread of ideas in the scientific community is often viewed as a competition, in which good ideas spread further because of greater intrinsic fitness, and publication venue and citation counts correlate with importance and impact. However, relatively little is known about how structural factors influence the spread of ideas, and specifically how where an idea originates might influence how it spreads. Here, we investigate the role of faculty hiring networks, which embody the set of researcher transitions from doctoral to faculty institutions, in shaping the spread of ideas in computer science, and the importance of where in the network an idea originates. We consider comprehensive data on the hiring events of 5032 faculty at all 205 Ph.D.-granting departments of computer science in the U.S. and Canada, and on the timing and titles of 200,476 associated publications. Analyzing five popular research topics, we show empirically that faculty hiring can and does facilitate the spread of ideas in science. Having established such a mechanism, we then analyze its potential consequences using epidemic models to simulate the generic spread of research ideas and quantify the impact of where an idea originates on its longterm diffusion across the network. We find that research from prestigious institutions spreads more quickly and completely than work of similar quality originating from less prestigious institutions. Our analyses establish the theoretical trade-offs between university prestige and the quality of ideas necessary for efficient circulation. Our results establish faculty hiring as an underlying mechanism that drives the persistent epistemic advantage observed for elite institutions, and provide a theoretical lower bound for the impact of structural inequality in shaping the spread of ideas in science. © 2018, The Author(s).",2018,10.1140/epjds/s13688-018-0166-4,Tipo 2 RC,Tipo 2 - Realismo moderado / critico,tipo_2_realismo_moderado_critico,fusionado,Approved alias merge into canonical Type 2.,False,True,prestige drives epistemic inequality in the diffusion of scientific ideas,10.1140/epjds/s13688-018-0166-4,eac75e1ff11173775894e19e498ee2a004f4fe7997ff16d0915fe0e3a197e41d,,,,True,conflicting_cues,Computational social science; Faculty hiring networks; Information diffusion; Social inequality; Sociology of science,Digital storage; Economic and social effects; Citation counts; Computational social science; Epidemic models; Information diffusion; Scientific community; Social inequalities; Sociology of science; Structural factor; Employment,True,True,"The spread of ideas in the scientific community is often viewed as a competition, in which good ideas spread further because of greater intrinsic fitness, and publication venue and citation counts correlate with importance and impact. However, relatively little is known about how structural factors influence the spread of ideas, and specifically how where an idea originates might influence how it spreads. Here, we investigate the role of faculty hiring networks, which embody the set of researcher transitions from doctoral to faculty institutions, in shaping the spread of ideas in computer science, and the importance of where in the network an idea originates. We consider comprehensive data on the hiring events of 5032 faculty at all 205 Ph.D.-granting departments of computer science in the U.S. and Canada, and on the timing and titles of 200,476 associated publications. Analyzing five popular research topics, we show empirically that faculty hiring can and does facilitate the spread of ideas in science. Having established such a mechanism, we then analyze its potential consequences using epidemic models to simulate the generic spread of research ideas and quantify the impact of where an idea originates on its longterm diffusion across the network. We find that research from prestigious institutions spreads more quickly and completely than work of similar quality originating from less prestigious institutions. Our analyses establish the theoretical trade-offs between university prestige and the quality of ideas necessary for efficient circulation. Our results establish faculty hiring as an underlying mechanism that drives the persistent epistemic advantage observed for elite institutions, and provide a theoretical lower bound for the impact of structural inequality in shaping the spread of ideas in science. © 2018, The Author(s).

Author Keywords: Computational social science; Faculty hiring networks; Information diffusion; Social inequality; Sociology of science | Index Keywords: Digital storage; Economic and social effects; Citation counts; Computational social science; Epidemic models; Information diffusion; Scientific community; Social inequalities; Sociology of science; Structural factor; Employment",abstract_plus_keywords,1,1,0,0,empirical | theoretical
muestras:Muestras:18,muestras,Muestras,The cognitive and the social structure of STS,"The differentiation of scientific fields into sub-fields can be studied on the level of the 'scientific content' of the sub-field, that is on the level of the products, as well as on the level of the 'social structures' of the sub-field, that is on the level of the producers of the content. By comparing the behavior of the constructs with the behavior of the constructors, we are able to demonstrate the analytical distinction between a cognitive and a social approach in an empirical way. This will be illustrated using the case of integration and differentiation in Science and Technology Studies (STS). Elsewhere, using relations between documents, I showed how STS is characterized by strong differentiation tendencies. In this paper I address the question to what extent this differentiation is also reflected in the social structure of the STS field. Can STS scholars and STS research groups be classified in terms of the sub-fields? Or do researchers and institutes carry an integrative role in the STS field? Are the relations between the sub-fields of STS maintained by individual researchers or research institutes, and to what extent? The analysis in this paper reveals that this is generally not the case. Although we are able to distinguish analytically between the cognitive and social dimension of the development of the research field, we find similar patterns of differentiation on the social level too. At the same time, this differentiation differs in some respects from the cognitive differentiation pattern. Consequently, the social and the cognitive dimensions of the STS field are not independent -as no serious STS scholar would argue - but also not identical, as radical constructivists claim, but are strongly interacting. Further analysis may reveal the leading dynamics, that is answering the question whether the 'social' follows the 'cognitive', the other way around, or whether the dynamics has the pattern of 'co-evolution'.",2001,10.1023/A:1012714020453,Tipo 1 RF,Tipo 1 - Realismo fuerte,tipo_1_realismo_fuerte,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,the cognitive and the social structure of sts,10.1023/a:1012714020453,c0655096def627f8b4366183254b51672d49bb49e6863490ca53364c1cc630f9,empirico,empirico,,True,insufficient_evidence,,,False,False,"The differentiation of scientific fields into sub-fields can be studied on the level of the 'scientific content' of the sub-field, that is on the level of the products, as well as on the level of the 'social structures' of the sub-field, that is on the level of the producers of the content. By comparing the behavior of the constructs with the behavior of the constructors, we are able to demonstrate the analytical distinction between a cognitive and a social approach in an empirical way. This will be illustrated using the case of integration and differentiation in Science and Technology Studies (STS). Elsewhere, using relations between documents, I showed how STS is characterized by strong differentiation tendencies. In this paper I address the question to what extent this differentiation is also reflected in the social structure of the STS field. Can STS scholars and STS research groups be classified in terms of the sub-fields? Or do researchers and institutes carry an integrative role in the STS field? Are the relations between the sub-fields of STS maintained by individual researchers or research institutes, and to what extent? The analysis in this paper reveals that this is generally not the case. Although we are able to distinguish analytically between the cognitive and social dimension of the development of the research field, we find similar patterns of differentiation on the social level too. At the same time, this differentiation differs in some respects from the cognitive differentiation pattern. Consequently, the social and the cognitive dimensions of the STS field are not independent -as no serious STS scholar would argue - but also not identical, as radical constructivists claim, but are strongly interacting. Further analysis may reveal the leading dynamics, that is answering the question whether the 'social' follows the 'cognitive', the other way around, or whether the dynamics has the pattern of 'co-evolution'.",abstract_plus_keywords,1,0,0,0,empirical
muestras:Muestras:26,muestras,Muestras,How do potential knowledge users evaluate new claims about a contested resource? Problems of power and politics in knowledge exchange and mobilization,"This article examines how potential users of scientific and local/traditional/experiential knowledge evaluate new claims to knowing, using 67 interviews with government employees and non-governmental stakeholders involved in co-managing salmon fisheries in Canada's Fraser River. Research has consistently shown that there are major obstacles to moving new knowledge into policy, management, and public domains. New concepts such as Knowledge Exchange (KE) and Knowledge Mobilization (KMb) are being used to investigate these obstacles, but the processes by which potential users evaluate (sometimes competing) knowledge claims remain poorly understood. We use concepts from the sociology of science and find that potential users evaluate new knowledge claims based on three broad criteria: (1) the perceived merits of the claim, (2) perceptions of the character and motivation of the claimant, and (3) considerations of the social and political context of the claim. However, government employees and stakeholders have different interpretations of these criteria, leading to different knowledge preferences and normative expectations of scientists and other claimants. We draw both theoretical and practical lessons from these findings. With respect to theory, we argue that the sociology of science provides valuable insights into the political dimensions of knowledge and should be explicitly incorporated into KE/KMb research. With respect to practice, our findings underline the need for scientists and other claimants to make conscious decisions about whose expectations they hope to meet in their communications and engagement activities. © 2016 Elsevier Ltd",2016,10.1016/j.jenvman.2016.10.006,Tipo 5 CM,Tipo 5 - Constructivismo moderado,tipo_5_constructivismo_moderado,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,how do potential knowledge users evaluate new claims about a contested resource problems of power and politics in knowledge exchange and mobilization,10.1016/j.jenvman.2016.10.006,4109e66e463ceca6d34f28190e6c4de0a9dc7a594005afeb1bd8bb95d18933fd,empirico,empirico,cuantitativo,True,conflicting_cues,Co-management; Fisheries; Knowledge exchange; Knowledge mobilization; Knowledge perception; Sociology of science,Animals; British Columbia; Canada; Communication; Fisheries; Humans; Information Dissemination; Knowledge; Organizations; Perception; Politics; Public Opinion; Rivers; Salmon; Sociology; British Columbia; Canada; Fraser River; Knowledge management; Co-management; Experiential knowledge; Government employees; Knowledge exchange; Knowledge mobilization; Knowledge perception; Mobilisation; Potential users; Power; Sociology of science; comanagement; decision making; knowledge; perception; policy development; politics; public sector; questionnaire survey; salmonid fishery; social characteristics; stakeholder; Canada; employee; expectation; fishery; government; human; human experiment; interview; motivation; perception; river; scientist; sociology; theoretical model; animal; British Columbia; information dissemination; interpersonal communication; knowledge; organization; perception; politics; procedures; public opinion; salmonine; sociology; Fisheries,True,True,"This article examines how potential users of scientific and local/traditional/experiential knowledge evaluate new claims to knowing, using 67 interviews with government employees and non-governmental stakeholders involved in co-managing salmon fisheries in Canada's Fraser River. Research has consistently shown that there are major obstacles to moving new knowledge into policy, management, and public domains. New concepts such as Knowledge Exchange (KE) and Knowledge Mobilization (KMb) are being used to investigate these obstacles, but the processes by which potential users evaluate (sometimes competing) knowledge claims remain poorly understood. We use concepts from the sociology of science and find that potential users evaluate new knowledge claims based on three broad criteria: (1) the perceived merits of the claim, (2) perceptions of the character and motivation of the claimant, and (3) considerations of the social and political context of the claim. However, government employees and stakeholders have different interpretations of these criteria, leading to different knowledge preferences and normative expectations of scientists and other claimants. We draw both theoretical and practical lessons from these findings. With respect to theory, we argue that the sociology of science provides valuable insights into the political dimensions of knowledge and should be explicitly incorporated into KE/KMb research. With respect to practice, our findings underline the need for scientists and other claimants to make conscious decisions about whose expectations they hope to meet in their communications and engagement activities. © 2016 Elsevier Ltd

Author Keywords: Co-management; Fisheries; Knowledge exchange; Knowledge mobilization; Knowledge perception; Sociology of science | Index Keywords: Animals; British Columbia; Canada; Communication; Fisheries; Humans; Information Dissemination; Knowledge; Organizations; Perception; Politics; Public Opinion; Rivers; Salmon; Sociology; British Columbia; Canada; Fraser River; Knowledge management; Co-management; Experiential knowledge; Government employees; Knowledge exchange; Knowledge mobilization; Knowledge perception; Mobilisation; Potential users; Power; Sociology of science; comanagement; decision making; knowledge; perception; policy development; politics; public sector; questionnaire survey; salmonid fishery; social characteristics; stakeholder; Canada; employee; expectation; fishery; government; human; human experiment; interview; motivation; perception; river; scientist; sociology; theoretical model; animal; British Columbia; information dissemination; interpersonal communication; knowledge; organization; perception; politics; procedures; public opinion; salmonine; sociology; Fisheries",abstract_plus_keywords,6,1,1,2,experiment | interview | questionnaire | survey | theoretical
muestras:Muestras:32,muestras,Muestras,From market to market: Bioprospecting's idioms of inclusion,"In this article I explore how ""community"" and its foil, the (urban) market, provide competing models for the market-mediated modes of inclusion and exclusion on offer through bioprospecting agreements. Focusing on the collecting strategies of Mexican scientists implementing one such agreement, I show how community and market inform prospecting participants' ideas not just about (re)distributing benefits but also about managing the political liabilities now haunting corporate resource extraction in the South.",2003,10.1525/ae.2003.30.3.359,Tipo 6 CF - R,Tipo 6 - Constructivismo fuerte / relativismo,tipo_6_constructivismo_fuerte_relativismo,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,from market to market bioprospecting s idioms of inclusion,10.1525/ae.2003.30.3.359,3ea1d29e1a68415b15099ec203ce94412c8ad0358519e8bfa5b4325196865761,empirico,empirico,,True,insufficient_evidence,Anthropology of science; Bioprospecting; Globalization; Indigenous rights; Intellectual property; Latin America; Mexico,,True,True,"In this article I explore how ""community"" and its foil, the (urban) market, provide competing models for the market-mediated modes of inclusion and exclusion on offer through bioprospecting agreements. Focusing on the collecting strategies of Mexican scientists implementing one such agreement, I show how community and market inform prospecting participants' ideas not just about (re)distributing benefits but also about managing the political liabilities now haunting corporate resource extraction in the South.

Author Keywords: Anthropology of science; Bioprospecting; Globalization; Indigenous rights; Intellectual property; Latin America; Mexico",abstract_plus_keywords,1,0,0,0,participants
muestras:Muestras:48,muestras,Muestras,Remaking Participation in Science and Democracy,"Over the past few decades, significant advances have been made in public engagement with, and the democratization of, science and technology. Despite notable successes, such developments have often struggled to enhance public trust, avert crises of expertise and democracy, and build more socially responsive and responsible science and innovation. A central reason for this is that mainstream approaches to public engagement harbor what we call “residual realist” assumptions about participation and publics. Recent coproductionist accounts in science and technology studies (STS) offer an alternative way of seeing participation as coproduced, relational, diverse, and emergent but have been somewhat reluctant to articulate what this means in practice. In this paper, we make this move by setting out a new framework of interrelating paths and associated criteria for remaking public participation with science and democracy in more experimental, reflexive, anticipatory, and responsible ways. This framework comprises four paths to: forge reflexive participatory practices that attend to their framings, emergence, uncertainties, and effects; ecologize participation through attending to the interrelations between diverse public engagements in wider systems; catalyze practices of anticipatory reflection to bring about responsible democratic innovations; and reconstitute participation as constitutive of (not separate from) systems of technoscience and democracy. © The Author(s) 2019.",2020,10.1177/0162243919850885,Tipo 5 CM,Tipo 5 - Constructivismo moderado,tipo_5_constructivismo_moderado,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,remaking participation in science and democracy,10.1177/0162243919850885,66256438df1abf6a97f3e883e6be2db2c2617375b8c3a2033ce08ecc7c2d582b,empirico,empirico,,True,insufficient_evidence,coproductionist; ecologies; experiments; framework; mapping; public participation in science and democracy; reflexivity; residual realism; responsible democratic innovations,,True,True,"Over the past few decades, significant advances have been made in public engagement with, and the democratization of, science and technology. Despite notable successes, such developments have often struggled to enhance public trust, avert crises of expertise and democracy, and build more socially responsive and responsible science and innovation. A central reason for this is that mainstream approaches to public engagement harbor what we call “residual realist” assumptions about participation and publics. Recent coproductionist accounts in science and technology studies (STS) offer an alternative way of seeing participation as coproduced, relational, diverse, and emergent but have been somewhat reluctant to articulate what this means in practice. In this paper, we make this move by setting out a new framework of interrelating paths and associated criteria for remaking public participation with science and democracy in more experimental, reflexive, anticipatory, and responsible ways. This framework comprises four paths to: forge reflexive participatory practices that attend to their framings, emergence, uncertainties, and effects; ecologize participation through attending to the interrelations between diverse public engagements in wider systems; catalyze practices of anticipatory reflection to bring about responsible democratic innovations; and reconstitute participation as constitutive of (not separate from) systems of technoscience and democracy. © The Author(s) 2019.

Author Keywords: coproductionist; ecologies; experiments; framework; mapping; public participation in science and democracy; reflexivity; residual realism; responsible democratic innovations",abstract_plus_keywords,1,0,0,0,experiment
muestras:Muestras:53,muestras,Muestras,Integrate the integrators! A call for establishing academic careers for integration experts,"Integration is often considered the core challenge and the defining characteristic of inter- and trans-disciplinary (ITD) research. Given its importance, it is surprising that the current system of higher education does not provide permanent positions for integration experts; i.e., experts who lead, administer, manage, monitor, assess, accompany, and/or advise others on integration within ITD projects or programs. Based on empirical results of an ITD 2019 Conference Workshop entitled “Is there a new profession of integration experts on the rise?” held in Gothenburg, Sweden, and our own experience in leading and studying ITD integration, the present article sheds light on the overarching question, “What are integration experts?”, thus contributing to the emerging literature on integration and integration expertise. We use direct quotes from participants to substantiate workshop results and triangulate them with recent literature on ITD research as well as Science of Team Science (SciTS) and Science and Technology Studies (STS). We conclude our article by discussing possible unintended consequences of establishing academic careers for integration experts, and suggest four complementary ways to support them, while mitigating potentially negative consequences: (a) establishing an international Community of Practice (CoP) to foster peer-to-peer exchange among integration experts, create greater visibility, and develop ideas for transforming academic structures; (b) studying academic careers of integration experts to provide empirical evidence of “successful” examples and disclose different ways of establishing related academic positions; (c) funding respective positions and aligning metrics for ITD research to foster integration within ITD projects or programs; and (d) engaging in collaborative dialog with academic institutions and funding agencies to present empirical results and lessons learnt from (a) and (b) to support them in establishing and legitimating careers for integration experts. If academia is to be serious about addressing the most pressing environmental and societal problems of our time, it needs to integrate its integrators. © 2022, The Author(s).",2022,10.1057/s41599-022-01138-z,Tipo 5 CM,Tipo 5 - Constructivismo moderado,tipo_5_constructivismo_moderado,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,integrate the integrators a call for establishing academic careers for integration experts,10.1057/s41599-022-01138-z,b5bf46e4ef22384189399a4ba75ec2b651fe81e605b833ee72be81865a9c7f30,empirico,empirico,,True,insufficient_evidence,,,False,False,"Integration is often considered the core challenge and the defining characteristic of inter- and trans-disciplinary (ITD) research. Given its importance, it is surprising that the current system of higher education does not provide permanent positions for integration experts; i.e., experts who lead, administer, manage, monitor, assess, accompany, and/or advise others on integration within ITD projects or programs. Based on empirical results of an ITD 2019 Conference Workshop entitled “Is there a new profession of integration experts on the rise?” held in Gothenburg, Sweden, and our own experience in leading and studying ITD integration, the present article sheds light on the overarching question, “What are integration experts?”, thus contributing to the emerging literature on integration and integration expertise. We use direct quotes from participants to substantiate workshop results and triangulate them with recent literature on ITD research as well as Science of Team Science (SciTS) and Science and Technology Studies (STS). We conclude our article by discussing possible unintended consequences of establishing academic careers for integration experts, and suggest four complementary ways to support them, while mitigating potentially negative consequences: (a) establishing an international Community of Practice (CoP) to foster peer-to-peer exchange among integration experts, create greater visibility, and develop ideas for transforming academic structures; (b) studying academic careers of integration experts to provide empirical evidence of “successful” examples and disclose different ways of establishing related academic positions; (c) funding respective positions and aligning metrics for ITD research to foster integration within ITD projects or programs; and (d) engaging in collaborative dialog with academic institutions and funding agencies to present empirical results and lessons learnt from (a) and (b) to support them in establishing and legitimating careers for integration experts. If academia is to be serious about addressing the most pressing environmental and societal problems of our time, it needs to integrate its integrators. © 2022, The Author(s).",abstract_plus_keywords,2,0,0,0,empirical | participants
muestras:Muestras:56,muestras,Muestras,Teaching methods for systematic inventive problem-solving: Evaluation of a course for teachers,"Systematic inventive problem-solving is an approach for finding original and useful ideas by systematically examining alterations in existing components within a system, their attributes, functions or internal relationships. This method, which aims at complementing divergent thinking in problem-solving and design, is gaining increased attention in industrial and academic frameworks. The current study examined how science and technology teachers learn, internalize and use the method within an academic course. Data were collected through pre-course and post-course quizzes and questionnaires, documentation of students’ activities, and interviews. The results showed that individuals can improve their problem-solving abilities by combining methods based on ‘ordered thinking’ and ‘disordered thinking,’ and that none of these approaches has preference over the other. Considerable additional work is required, however, to investigate how the proposed approach could be used to foster creative thinking in science and technology studies at school. © 2006, Taylor & Francis Group, LLC.",2006,10.1080/02635140600811668,Tipo 4 PE,Tipo 4 - Pragmatismo epistemologico,tipo_4_pragmatismo_epistemologico,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,teaching methods for systematic inventive problem solving evaluation of a course for teachers,10.1080/02635140600811668,db89174330bfdf8c606ca0e6ebc741884a375bec1646f4b6be4684ee64c07c2b,empirico,empirico,,True,conflicting_cues,,,False,False,"Systematic inventive problem-solving is an approach for finding original and useful ideas by systematically examining alterations in existing components within a system, their attributes, functions or internal relationships. This method, which aims at complementing divergent thinking in problem-solving and design, is gaining increased attention in industrial and academic frameworks. The current study examined how science and technology teachers learn, internalize and use the method within an academic course. Data were collected through pre-course and post-course quizzes and questionnaires, documentation of students’ activities, and interviews. The results showed that individuals can improve their problem-solving abilities by combining methods based on ‘ordered thinking’ and ‘disordered thinking,’ and that none of these approaches has preference over the other. Considerable additional work is required, however, to investigate how the proposed approach could be used to foster creative thinking in science and technology studies at school. © 2006, Taylor & Francis Group, LLC.",abstract_plus_keywords,3,0,1,1,interview | questionnaire
muestras:Muestras:58,muestras,Muestras,"Profile of public laboratories, industrial partnerships and organisation of R & D: The dynamics of industrial relationships in a large research organisation","There is a paucity of papers dealing with the system characteristics of laboratories or, put in another way, the institutional character of research organisations. Neither R&D economics nor the sociology of science, as traditionally conceived, has made much headway in providing insight into sets of R&D laboratories and their evolution. Drawing upon an empirical study in the plant breeding and biochemical industry, this paper presents a typology of public research laboratories which is based on three dimensions: scientific production and visibility, type of funding (public or private) and homogeneity of research themes. Three types of public laboratory emerge: the first, called ""research centres for the profession"", is composed essentially of laboratories with close ties with small and medium firms (SMEs) and industry associations. The second, called ""designers of generic tools and methods"", is oriented towards basic research and themes of general interest to the industry as a whole. The third type, called ""basic and specialised laboratories"", strives to develop its scientific visibility. Contracts between this type of laboratory and industry are mainly bilateral and demonstrate the complementarity between public and private research. Each type of laboratory develops specific types of relationship with private partners. The authors have identified three logics underlying these relationships: proximity, market and club. The main objective of contracts based on a proximity logic is to test a hypothesis, while the knowledge produced is mostly tacit and specific. By contrast, knowledge is entirely coded and specific in the market logic, where the aim of the contract is to implement expertise in order to relieve a scientific bottleneck. In a club logic, the aim of contracts is to produce a technical referent. In each kind of contract, the learning trajectories, modes of co-ordination, role of trust and degree to which contracts are complete or not, are different.",1996,10.1016/0048-7333(96)00882-7,Tipo 1 RF,Tipo 1 - Realismo fuerte,tipo_1_realismo_fuerte,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,profile of public laboratories industrial partnerships and organisation of r d the dynamics of industrial relationships in a large research organisation,10.1016/0048-7333(96)00882-7,55b91f6b49939afe65e1c3cef3514963c62d76c67c641611b55be8ca68440421,empirico,empirico,,True,insufficient_evidence,,,False,False,"There is a paucity of papers dealing with the system characteristics of laboratories or, put in another way, the institutional character of research organisations. Neither R&D economics nor the sociology of science, as traditionally conceived, has made much headway in providing insight into sets of R&D laboratories and their evolution. Drawing upon an empirical study in the plant breeding and biochemical industry, this paper presents a typology of public research laboratories which is based on three dimensions: scientific production and visibility, type of funding (public or private) and homogeneity of research themes. Three types of public laboratory emerge: the first, called ""research centres for the profession"", is composed essentially of laboratories with close ties with small and medium firms (SMEs) and industry associations. The second, called ""designers of generic tools and methods"", is oriented towards basic research and themes of general interest to the industry as a whole. The third type, called ""basic and specialised laboratories"", strives to develop its scientific visibility. Contracts between this type of laboratory and industry are mainly bilateral and demonstrate the complementarity between public and private research. Each type of laboratory develops specific types of relationship with private partners. The authors have identified three logics underlying these relationships: proximity, market and club. The main objective of contracts based on a proximity logic is to test a hypothesis, while the knowledge produced is mostly tacit and specific. By contrast, knowledge is entirely coded and specific in the market logic, where the aim of the contract is to implement expertise in order to relieve a scientific bottleneck. In a club logic, the aim of contracts is to produce a technical referent. In each kind of contract, the learning trajectories, modes of co-ordination, role of trust and degree to which contracts are complete or not, are different.",abstract_plus_keywords,1,0,0,0,empirical
muestras:Muestras:61,muestras,Muestras,"“Fly Buddha to Mars”: The co-production between religiosity and science & technology at Longquan Monastery, Beijing","This article attempts at a re-theorization towards the symbiosis and co-production of religion, modern science and technology, inspired by theoretical thinking within geographies of religion and science and technology studies (STS). Recent scholarship on the geographies of religion has made substantive advancements in discerning the convergence of religion and secular modernity. However, science and technology (S&T), as an essential condition and driving force of secular modernity, remain peripheral to this ongoing theoretical agenda, yet to be fully incorporated into the analytical framework about the co-constitution of religion and secular modernity, arguably because of the entrench divide between the rationalism of science and metaphysical thinking underlying religion. This paper addresses this issue by foregrounding the social and cultural constitution of science and in particular, its susceptibility to religious and spiritual sensibilities. Through an empirical case of Longquan Monastery, a Buddhist monastery in Beijing, China, this paper shows how the monastery brings S&T and Buddhism into close encounter in order to enrich both – in particular, we examine how Buddhism is appropriated to address the spiritual alienation caused by technological domination, how Buddhism acts as an alternative source of inspiration for technological creativity, and how Buddhist institutions reinvent themselves as rational and scientific to cater to a religious clientele socialized into modern scientific progress. Through the dialogue with STS, this research further contributes to addressing enduring concerns in the geographies of religion with religious spaces and practices as context-specific and spatially variable. © 2024 Elsevier Ltd",2024,10.1016/j.geoforum.2024.103948,Tipo 5 CM,Tipo 5 - Constructivismo moderado,tipo_5_constructivismo_moderado,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,fly buddha to mars the co production between religiosity and science technology at longquan monastery beijing,10.1016/j.geoforum.2024.103948,657a438c6a16d448592f671de59ee7b1c473511d87bfa0b562f7f9363e11eb79,,,,True,conflicting_cues,Chinese Buddhism; Co-production; Geographies of religion; Postsecularity; Science and Technology Studies (STS),Beijing [Beijing (ADS)]; Beijing [China]; China; cultural geography; cultural influence; cultural relations; religion; science and technology; theoretical study,True,True,"This article attempts at a re-theorization towards the symbiosis and co-production of religion, modern science and technology, inspired by theoretical thinking within geographies of religion and science and technology studies (STS). Recent scholarship on the geographies of religion has made substantive advancements in discerning the convergence of religion and secular modernity. However, science and technology (S&T), as an essential condition and driving force of secular modernity, remain peripheral to this ongoing theoretical agenda, yet to be fully incorporated into the analytical framework about the co-constitution of religion and secular modernity, arguably because of the entrench divide between the rationalism of science and metaphysical thinking underlying religion. This paper addresses this issue by foregrounding the social and cultural constitution of science and in particular, its susceptibility to religious and spiritual sensibilities. Through an empirical case of Longquan Monastery, a Buddhist monastery in Beijing, China, this paper shows how the monastery brings S&T and Buddhism into close encounter in order to enrich both – in particular, we examine how Buddhism is appropriated to address the spiritual alienation caused by technological domination, how Buddhism acts as an alternative source of inspiration for technological creativity, and how Buddhist institutions reinvent themselves as rational and scientific to cater to a religious clientele socialized into modern scientific progress. Through the dialogue with STS, this research further contributes to addressing enduring concerns in the geographies of religion with religious spaces and practices as context-specific and spatially variable. © 2024 Elsevier Ltd

Author Keywords: Chinese Buddhism; Co-production; Geographies of religion; Postsecularity; Science and Technology Studies (STS) | Index Keywords: Beijing [Beijing (ADS)]; Beijing [China]; China; cultural geography; cultural influence; cultural relations; religion; science and technology; theoretical study",abstract_plus_keywords,1,1,0,0,empirical | theoretical
muestras:Muestras:62,muestras,Muestras,The Politics of Expertise in Genomics Policy and Law,"Genomics and biotechnology have generated controversy for decades, about the moral limits of tinkering with and commodifying life, the boundary between nature and technology, the respectful treatment of research participants, and the proper evaluation of emerging technologies. Socio-legal and science and technology studies scholars have demonstrated how the resolution of these questions has serious implications for both science and the law, including the appropriate conduct and direction of scientific research and the construction of legal categories and rights. This article demonstrates that these conflicts also have profound impacts on the politics of science and technology, and particularly approaches to relevant knowledge and expertise. Humanities, social scientific, legal, and lay knowledge asserted themselves through the establishment of human genetics research and battles over the ownership of biological materials and data. However, US political culture-which favors technical and market knowledge-constrained their authority. Cross-national comparison highlights this finding, as other jurisdictions have been more inclusive in their approaches to science and technology governance. Copyright © 2024 by the author(s).",2024,10.1146/annurev-lawsocsci-041822-041426,Tipo 5 CM,Tipo 5 - Constructivismo moderado,tipo_5_constructivismo_moderado,directo,Approved direct legacy label for the canonical Arbor contract.,False,True,the politics of expertise in genomics policy and law,10.1146/annurev-lawsocsci-041822-041426,416ee6a17a806420bb1dc05dd3ab4dab1b019d0e683a7116ada3fb2ceb02369e,empirico,empirico,,True,insufficient_evidence,bioethics; data sovereignty; expertise; genomics; innovation; patents,,True,True,"Genomics and biotechnology have generated controversy for decades, about the moral limits of tinkering with and commodifying life, the boundary between nature and technology, the respectful treatment of research participants, and the proper evaluation of emerging technologies. Socio-legal and science and technology studies scholars have demonstrated how the resolution of these questions has serious implications for both science and the law, including the appropriate conduct and direction of scientific research and the construction of legal categories and rights. This article demonstrates that these conflicts also have profound impacts on the politics of science and technology, and particularly approaches to relevant knowledge and expertise. Humanities, social scientific, legal, and lay knowledge asserted themselves through the establishment of human genetics research and battles over the ownership of biological materials and data. However, US political culture-which favors technical and market knowledge-constrained their authority. Cross-national comparison highlights this finding, as other jurisdictions have been more inclusive in their approaches to science and technology governance. Copyright © 2024 by the author(s).

Author Keywords: bioethics; data sovereignty; expertise; genomics; innovation; patents",abstract_plus_keywords,1,0,0,0,participants
